"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"05/18/2024","AQS","060650500","2","12.8","ug/m3 LC","58","29 Palms","1","100.0000","88101","PM2.5 - Local Conditions","521","Met One E-FRM PM2.5 with VSCC","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.7196900008716","-116.1897"
"05/24/2024","AQS","060650500","2","16.4","ug/m3 LC","65","29 Palms","1","100.0000","88101","PM2.5 - Local Conditions","521","Met One E-FRM PM2.5 with VSCC","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.7196900008716","-116.1897"
"05/30/2024","AQS","060650500","2","11.5","ug/m3 LC","55","29 Palms","1","100.0000","88101","PM2.5 - Local Conditions","521","Met One E-FRM PM2.5 with VSCC","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.7196900008716","-116.1897"
"06/05/2024","AQS","060650500","2","9.7","ug/m3 LC","52","29 Palms","1","100.0000","88101","PM2.5 - Local Conditions","521","Met One E-FRM PM2.5 with VSCC","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.7196900008716","-116.1897"
"06/11/2024","AQS","060650500","2","9.1","ug/m3 LC","51","29 Palms","1","100.0000","88101","PM2.5 - Local Conditions","521","Met One E-FRM PM2.5 with VSCC","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.7196900008716","-116.1897"
"06/17/2024","AQS","060650500","2","22.6","ug/m3 LC","76","29 Palms","1","100.0000","88101","PM2.5 - Local Conditions","521","Met One E-FRM PM2.5 with VSCC","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.7196900008716","-116.1897"
"06/23/2024","AQS","060650500","2","7","ug/m3 LC","39","29 Palms","1","100.0000","88101","PM2.5 - Local Conditions","521","Met One E-FRM PM2.5 with VSCC","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.7196900008716","-116.1897"
"06/29/2024","AQS","060650500","2","8.4","ug/m3 LC","47","29 Palms","1","100.0000","88101","PM2.5 - Local Conditions","521","Met One E-FRM PM2.5 with VSCC","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.7196900008716","-116.1897"
"07/05/2024","AQS","060650500","2","14.6","ug/m3 LC","61","29 Palms","1","100.0000","88101","PM2.5 - Local Conditions","521","Met One E-FRM PM2.5 with VSCC","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.7196900008716","-116.1897"
"07/11/2024","AQS","060650500","2","11.9","ug/m3 LC","56","29 Palms","1","100.0000","88101","PM2.5 - Local Conditions","521","Met One E-FRM PM2.5 with VSCC","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.7196900008716","-116.1897"
"07/17/2024","AQS","060650500","2","9.8","ug/m3 LC","52","29 Palms","1","100.0000","88101","PM2.5 - Local Conditions","521","Met One E-FRM PM2.5 with VSCC","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.7196900008716","-116.1897"
"07/23/2024","AQS","060650500","2","11.5","ug/m3 LC","55","29 Palms","1","100.0000","88101","PM2.5 - Local Conditions","521","Met One E-FRM PM2.5 with VSCC","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.7196900008716","-116.1897"
"07/29/2024","AQS","060650500","2","8.6","ug/m3 LC","48","29 Palms","1","100.0000","88101","PM2.5 - Local Conditions","521","Met One E-FRM PM2.5 with VSCC","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.7196900008716","-116.1897"
"08/04/2024","AQS","060650500","2","7.5","ug/m3 LC","42","29 Palms","1","100.0000","88101","PM2.5 - Local Conditions","521","Met One E-FRM PM2.5 with VSCC","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.7196900008716","-116.1897"
"08/10/2024","AQS","060650500","2","11.5","ug/m3 LC","55","29 Palms","1","100.0000","88101","PM2.5 - Local Conditions","521","Met One E-FRM PM2.5 with VSCC","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.7196900008716","-116.1897"
"08/16/2024","AQS","060650500","2","9.1","ug/m3 LC","51","29 Palms","1","100.0000","88101","PM2.5 - Local Conditions","521","Met One E-FRM PM2.5 with VSCC","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.7196900008716","-116.1897"
"08/22/2024","AQS","060650500","2","7","ug/m3 LC","39","29 Palms","1","100.0000","88101","PM2.5 - Local Conditions","521","Met One E-FRM PM2.5 with VSCC","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.7196900008716","-116.1897"
"08/28/2024","AQS","060650500","2","8.5","ug/m3 LC","47","29 Palms","1","100.0000","88101","PM2.5 - Local Conditions","521","Met One E-FRM PM2.5 with VSCC","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.7196900008716","-116.1897"
"09/03/2024","AQS","060650500","2","9.9","ug/m3 LC","52","29 Palms","1","100.0000","88101","PM2.5 - Local Conditions","521","Met One E-FRM PM2.5 with VSCC","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.7196900008716","-116.1897"
"11/14/2024","AQS","060650500","2","5.4","ug/m3 LC","30","29 Palms","1","100.0000","88101","PM2.5 - Local Conditions","521","Met One E-FRM PM2.5 with VSCC","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.7196900008716","-116.1897"
"11/20/2024","AQS","060650500","2","5.1","ug/m3 LC","28","29 Palms","1","100.0000","88101","PM2.5 - Local Conditions","521","Met One E-FRM PM2.5 with VSCC","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.7196900008716","-116.1897"
"11/26/2024","AQS","060650500","2","10.7","ug/m3 LC","54","29 Palms","1","100.0000","88101","PM2.5 - Local Conditions","521","Met One E-FRM PM2.5 with VSCC","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.7196900008716","-116.1897"
"12/02/2024","AQS","060650500","2","6.2","ug/m3 LC","34","29 Palms","1","100.0000","88101","PM2.5 - Local Conditions","521","Met One E-FRM PM2.5 with VSCC","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.7196900008716","-116.1897"
"12/08/2024","AQS","060650500","2","5.6","ug/m3 LC","31","29 Palms","1","100.0000","88101","PM2.5 - Local Conditions","521","Met One E-FRM PM2.5 with VSCC","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.7196900008716","-116.1897"
"12/14/2024","AQS","060650500","2","7.1","ug/m3 LC","39","29 Palms","1","100.0000","88101","PM2.5 - Local Conditions","521","Met One E-FRM PM2.5 with VSCC","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.7196900008716","-116.1897"
"12/20/2024","AQS","060650500","2","8.4","ug/m3 LC","47","29 Palms","1","100.0000","88101","PM2.5 - Local Conditions","521","Met One E-FRM PM2.5 with VSCC","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.7196900008716","-116.1897"
"01/01/2024","AQS","060651016","1","1.3","ug/m3 LC","7","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/06/2024","AQS","060651016","1","2.4","ug/m3 LC","13","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/07/2024","AQS","060651016","1","2","ug/m3 LC","11","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/09/2024","AQS","060651016","1","3.5","ug/m3 LC","19","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/10/2024","AQS","060651016","1","6.9","ug/m3 LC","38","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/11/2024","AQS","060651016","1","2.1","ug/m3 LC","12","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/12/2024","AQS","060651016","1","4.4","ug/m3 LC","24","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/13/2024","AQS","060651016","1","6.5","ug/m3 LC","36","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/14/2024","AQS","060651016","1","7.7","ug/m3 LC","43","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/15/2024","AQS","060651016","1","1.9","ug/m3 LC","11","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/16/2024","AQS","060651016","1","3.9","ug/m3 LC","22","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/17/2024","AQS","060651016","1","22.4","ug/m3 LC","76","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/18/2024","AQS","060651016","1","6.2","ug/m3 LC","34","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/19/2024","AQS","060651016","1","2.4","ug/m3 LC","13","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/20/2024","AQS","060651016","1","2.4","ug/m3 LC","13","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/21/2024","AQS","060651016","1","2.3","ug/m3 LC","13","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/22/2024","AQS","060651016","1","2.5","ug/m3 LC","14","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/23/2024","AQS","060651016","1","5.7","ug/m3 LC","32","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/24/2024","AQS","060651016","1","7.5","ug/m3 LC","42","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/25/2024","AQS","060651016","1","4.9","ug/m3 LC","27","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/26/2024","AQS","060651016","1","1.2","ug/m3 LC","7","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/27/2024","AQS","060651016","1","0.7","ug/m3 LC","4","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/28/2024","AQS","060651016","1","1.1","ug/m3 LC","6","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/29/2024","AQS","060651016","1","0.7","ug/m3 LC","4","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/30/2024","AQS","060651016","1","0.6","ug/m3 LC","3","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"01/31/2024","AQS","060651016","1","2.3","ug/m3 LC","13","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/01/2024","AQS","060651016","1","2.6","ug/m3 LC","14","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/02/2024","AQS","060651016","1","2.4","ug/m3 LC","13","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/03/2024","AQS","060651016","1","3.3","ug/m3 LC","18","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/04/2024","AQS","060651016","1","5.9","ug/m3 LC","33","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/05/2024","AQS","060651016","1","2.3","ug/m3 LC","13","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/06/2024","AQS","060651016","1","0.4","ug/m3 LC","2","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/07/2024","AQS","060651016","1","1.4","ug/m3 LC","8","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/08/2024","AQS","060651016","1","2.5","ug/m3 LC","14","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/09/2024","AQS","060651016","1","2.3","ug/m3 LC","13","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/10/2024","AQS","060651016","1","3","ug/m3 LC","17","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/11/2024","AQS","060651016","1","1.2","ug/m3 LC","7","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/12/2024","AQS","060651016","1","0.5","ug/m3 LC","3","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/13/2024","AQS","060651016","1","4.2","ug/m3 LC","23","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/14/2024","AQS","060651016","1","9.2","ug/m3 LC","51","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/15/2024","AQS","060651016","1","13.7","ug/m3 LC","60","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/16/2024","AQS","060651016","1","5.9","ug/m3 LC","33","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/17/2024","AQS","060651016","1","13.7","ug/m3 LC","60","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/18/2024","AQS","060651016","1","6","ug/m3 LC","33","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/19/2024","AQS","060651016","1","2.9","ug/m3 LC","16","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/20/2024","AQS","060651016","1","1.5","ug/m3 LC","8","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/21/2024","AQS","060651016","1","2.1","ug/m3 LC","12","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/22/2024","AQS","060651016","1","2.7","ug/m3 LC","15","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/23/2024","AQS","060651016","1","0.4","ug/m3 LC","2","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/24/2024","AQS","060651016","1","1.4","ug/m3 LC","8","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/25/2024","AQS","060651016","1","1.9","ug/m3 LC","11","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/26/2024","AQS","060651016","1","7","ug/m3 LC","39","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/27/2024","AQS","060651016","1","4.6","ug/m3 LC","26","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/28/2024","AQS","060651016","1","6.6","ug/m3 LC","37","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"02/29/2024","AQS","060651016","1","7.8","ug/m3 LC","43","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"03/01/2024","AQS","060651016","1","4","ug/m3 LC","22","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"03/02/2024","AQS","060651016","1","0.5","ug/m3 LC","3","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"03/03/2024","AQS","060651016","1","1.4","ug/m3 LC","8","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"03/04/2024","AQS","060651016","1","2.7","ug/m3 LC","15","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"03/05/2024","AQS","060651016","1","6.3","ug/m3 LC","35","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"03/06/2024","AQS","060651016","1","4.3","ug/m3 LC","24","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"03/07/2024","AQS","060651016","1","2.1","ug/m3 LC","12","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"03/08/2024","AQS","060651016","1","1","ug/m3 LC","6","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"03/09/2024","AQS","060651016","1","2.6","ug/m3 LC","14","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"03/10/2024","AQS","060651016","1","4.5","ug/m3 LC","25","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"03/11/2024","AQS","060651016","1","4.8","ug/m3 LC","27","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
"03/12/2024","AQS","060651016","1","7.1","ug/m3 LC","39","Morongo Air Monitoring Station","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9447129","-116.830074"
